author age,recommended age,review
"Teen, 13 years old",age 5+,"Hello, my name is David and I'm 13. I have playing been Minecraft for 5 years. Minecraft has little violence and yes, you choose what you want to do. You can kill animals and have food. It's a survival game. You can play online with no voice chat. But Minecraft does have a chat. Minecraft's chat is heavily moderated and it censors inappropriate language. I recommend Minecraft for kids ages 5+
Your welcome!
David"
"Teen, 14 years old",age 8+,"I have been playing Minecraft since the mobile edition came out, and I have loved it ever since then. I think the only concern is really servers. There are some good servers (The Hive is my favorite) but there are also a lot of bad ones. I have found that the ones you find online tend to be less safe for kids. Minecraft does give a list of 5 or 6 servers in the actual game itself and they are all safe, although the chat is still enabled on them. I have yet to see anything really inappropriate in the chat on any of those servers. I hope that this review helped clear up the whole server thing for anyone."
"Kid, 9 years old",age 5+,"This is a great game. You can build almost anything you can imagine, download maps to have adventures, and meet new people on servers. Take it from me, a player for almost 7 years!"
"Teen, 13 years old",age 5+,"This game is perfect for anyone who loves to design and build amazing things. Anyone can play Minecraft. Even if you are not that great at building things, it's still fun to explore the Minecraft world."
"Kid, 12 years old",age 8+,"if there are any parents looking at this, i need to tell you one thing: this game is great! there isnt really any volince, and theres nothing that should give your kids nightmares. get your child this game. (btw can be scary at times when a zombie drops form the ceiling, but zomies rly are not creppy at all.)"
"Teen, 13 years old",age 6+,"The game is fine, its what you play it on. This version, Pocket edishun, stinks. The only reason to play it is cause if you link a microsoft acount, you can play on servers, witch means you can play on whatever severs you want if you have the ID for it."
"Teen, 13 years old",age 5+,"Nice landscapes but a bit of self defense and food gathering (yeah animals have to die if you can’t get crops fast enough). Microsoft has added a few new features so that tag if no consumerism is void, there’s an in game shop. I recommend (NOTE: this doesn’t cause violence in your kid or teen)"
"Teen, 16 years old",age 2+,minecraft
"Kid, 12 years old",age 8+,"minecraft is a fun heaveally addictive sandbox/survial game
you can kill animals for food and catch fish but tbh i dont see anything wrong with minecraft its a survival game you gotta do what you can to survive duh sure i understand some parents might have an issue with the killing but the only time you kill something is if its a animal that you kill for food or its a monster that you kill to defend yourself minecraft i think is good for all ages i think the game has a little bit of violence and suicidal refrences yes you can drown to death in the game but mostly i think its good"
"Teen, 16 years old",age 15+,Its online and offline millions of random people who make the game fit every bad catoraty and I been hacked in the past no I didn't do any that could give away my password and its pay to play even after buying it. also spiders
"Kid, 11 years old",age 5+,"Minecraft is a great sandbox game that is very fun and I recommend it.
There is nothing wrong with the game, but I do feel like on some servers you shouldn't be able to say swear words, but that's pretty much it.
The controls are very easy which is one of the reasons that it is 5+."
"Kid, 10 years old",age 6+,"Minecraft━It's a simple game with controls and two game-modes, creative and survival. It's also a major way to interact with others while bonding with them stronger without even knowing!
Creative mode━A very easy and simple start for a child who's around the age of six years old. No skill is required, so you can just jumble around with the buttons and blocks. Build a tower, a house, or a basic box. Be creative! Your builds don't have to be perfect.
Survival mode━Well... if you can handle the monsters. Skill is actually required. You need to defend yourself from mobs, gather resources, and actually be involved in boss-fights. However, don't go mining immediately for diamonds in the first few five minutes and rush through the whole game. It's a whole new experience just for you!"
"Kid, 11 years old",age 7+,"Minecraft is a creative game where you can build things. Of course for young children, i expect that you turn off the online worlds.
I hear complaints spilling here saying ""THEY THROW SHEEP IN LAVA"". Seriously, thats what the game is about. Its a survival game. If you do not want the violence then why even give the kids minecraft? Your basically spoiling the fun. PLUS THEY RATED it Everyone. This violence is much better than fortnite. Believe how much killing fortnite has. This is NOTHING compared to that. So basically your going to soccer your kid around for just some small graphical violence? No IF, AND, BUT"
"Kid, 10 years old",age 6+,"This game is addictive, but can fuel creativity to the limits.
And creativity doesn't have limits!
Meaning = infinite creativity.
This game is awesome. People can basically create anything they want. And I believe, if you learn Java, you can made mods (add-ons that add things the original game doesn't have) that people can download. Maybe even purchase for in game currency.
Goodbye."
